vendor_id,legal_name,trading_name,vendor_type,country,market,currency,tax_id,registration_id,primary_contact,contact_email,payment_terms,incoterms,lead_time_days,minimum_order_quantity,return_terms,bank_information_status,document_type,document_status,document_issue_date,document_expiry_date,insurance_status,ethical_trade_status,sustainability_status,vendor_authorization,submitted_at,onboarding_owner,compliance_owner,commercial_owner,lifecycle_status,revision_number,source_business_unit,planned_purchase_value,value_currency,planned_item_count,strategic_tier,planned_launch_date,downstream_dependency,approved_at
VENDOR-DEMO-0448,Fictional Supplier 0448,Fictional Supplier 0448,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0448,DEMO-NOT-VALID-REG-0448,Fictional Contact 448,demo448@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0449,Fictional Supplier 0449,Fictional Supplier 0449,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0449,DEMO-NOT-VALID-REG-0449,Fictional Contact 449,demo449@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0450,Fictional Supplier 0450,Fictional Supplier 0450,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0450,DEMO-NOT-VALID-REG-0450,Fictional Contact 450,demo450@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0451,Fictional Supplier 0451,Fictional Supplier 0451,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0451,DEMO-NOT-VALID-REG-0451,Fictional Contact 451,demo451@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0452,Fictional Supplier 0452,Fictional Supplier 0452,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0452,DEMO-NOT-VALID-REG-0452,Fictional Contact 452,demo452@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0453,Fictional Supplier 0453,Fictional Supplier 0453,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0453,DEMO-NOT-VALID-REG-0453,Fictional Contact 453,demo453@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0454,Fictional Supplier 0454,Fictional Supplier 0454,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0454,DEMO-NOT-VALID-REG-0454,Fictional Contact 454,demo454@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0455,Fictional Supplier 0455,Fictional Supplier 0455,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0455,DEMO-NOT-VALID-REG-0455,Fictional Contact 455,demo455@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0456,Fictional Supplier 0456,Fictional Supplier 0456,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0456,DEMO-NOT-VALID-REG-0456,Fictional Contact 456,demo456@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0457,Fictional Supplier 0457,Fictional Supplier 0457,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0457,DEMO-NOT-VALID-REG-0457,Fictional Contact 457,demo457@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0458,Fictional Supplier 0458,Fictional Supplier 0458,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0458,DEMO-NOT-VALID-REG-0458,Fictional Contact 458,demo458@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0459,Fictional Supplier 0459,Fictional Supplier 0459,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0459,DEMO-NOT-VALID-REG-0459,Fictional Contact 459,demo459@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0460,Fictional Supplier 0460,Fictional Supplier 0460,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0460,DEMO-NOT-VALID-REG-0460,Fictional Contact 460,demo460@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0461,Fictional Supplier 0461,Fictional Supplier 0461,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0461,DEMO-NOT-VALID-REG-0461,Fictional Contact 461,demo461@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0462,Fictional Supplier 0462,Fictional Supplier 0462,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0462,DEMO-NOT-VALID-REG-0462,Fictional Contact 462,demo462@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0463,Fictional Supplier 0463,Fictional Supplier 0463,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0463,DEMO-NOT-VALID-REG-0463,Fictional Contact 463,demo463@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0464,Fictional Supplier 0464,Fictional Supplier 0464,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0464,DEMO-NOT-VALID-REG-0464,Fictional Contact 464,demo464@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0465,Fictional Supplier 0465,Fictional Supplier 0465,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0465,DEMO-NOT-VALID-REG-0465,Fictional Contact 465,demo465@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0466,Fictional Supplier 0466,Fictional Supplier 0466,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0466,DEMO-NOT-VALID-REG-0466,Fictional Contact 466,demo466@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0467,Fictional Supplier 0467,Fictional Supplier 0467,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0467,DEMO-NOT-VALID-REG-0467,Fictional Contact 467,demo467@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0468,Fictional Supplier 0468,Fictional Supplier 0468,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0468,DEMO-NOT-VALID-REG-0468,Fictional Contact 468,demo468@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0469,Fictional Supplier 0469,Fictional Supplier 0469,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0469,DEMO-NOT-VALID-REG-0469,Fictional Contact 469,demo469@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0470,Fictional Supplier 0470,Fictional Supplier 0470,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0470,DEMO-NOT-VALID-REG-0470,Fictional Contact 470,demo470@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0471,Fictional Supplier 0471,Fictional Supplier 0471,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0471,DEMO-NOT-VALID-REG-0471,Fictional Contact 471,demo471@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0472,Fictional Supplier 0472,Fictional Supplier 0472,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0472,DEMO-NOT-VALID-REG-0472,Fictional Contact 472,demo472@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0473,Fictional Supplier 0473,Fictional Supplier 0473,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0473,DEMO-NOT-VALID-REG-0473,Fictional Contact 473,demo473@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0474,Fictional Supplier 0474,Fictional Supplier 0474,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0474,DEMO-NOT-VALID-REG-0474,Fictional Contact 474,demo474@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0475,Fictional Supplier 0475,Fictional Supplier 0475,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0475,DEMO-NOT-VALID-REG-0475,Fictional Contact 475,demo475@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0476,Fictional Supplier 0476,Fictional Supplier 0476,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0476,DEMO-NOT-VALID-REG-0476,Fictional Contact 476,demo476@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0477,Fictional Supplier 0477,Fictional Supplier 0477,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0477,DEMO-NOT-VALID-REG-0477,Fictional Contact 477,demo477@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0478,Fictional Supplier 0478,Fictional Supplier 0478,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0478,DEMO-NOT-VALID-REG-0478,Fictional Contact 478,demo478@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0479,Fictional Supplier 0479,Fictional Supplier 0479,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0479,DEMO-NOT-VALID-REG-0479,Fictional Contact 479,demo479@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0480,Fictional Supplier 0480,Fictional Supplier 0480,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0480,DEMO-NOT-VALID-REG-0480,Fictional Contact 480,demo480@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0481,Fictional Supplier 0481,Fictional Supplier 0481,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0481,DEMO-NOT-VALID-REG-0481,Fictional Contact 481,demo481@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0482,Fictional Supplier 0482,Fictional Supplier 0482,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0482,DEMO-NOT-VALID-REG-0482,Fictional Contact 482,demo482@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0483,Fictional Supplier 0483,Fictional Supplier 0483,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0483,DEMO-NOT-VALID-REG-0483,Fictional Contact 483,demo483@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0484,Fictional Supplier 0484,Fictional Supplier 0484,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0484,DEMO-NOT-VALID-REG-0484,Fictional Contact 484,demo484@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0485,Fictional Supplier 0485,Fictional Supplier 0485,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0485,DEMO-NOT-VALID-REG-0485,Fictional Contact 485,demo485@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0486,Fictional Supplier 0486,Fictional Supplier 0486,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0486,DEMO-NOT-VALID-REG-0486,Fictional Contact 486,demo486@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0487,Fictional Supplier 0487,Fictional Supplier 0487,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0487,DEMO-NOT-VALID-REG-0487,Fictional Contact 487,demo487@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0488,Fictional Supplier 0488,Fictional Supplier 0488,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0488,DEMO-NOT-VALID-REG-0488,Fictional Contact 488,demo488@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0489,Fictional Supplier 0489,Fictional Supplier 0489,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0489,DEMO-NOT-VALID-REG-0489,Fictional Contact 489,demo489@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0490,Fictional Supplier 0490,Fictional Supplier 0490,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0490,DEMO-NOT-VALID-REG-0490,Fictional Contact 490,demo490@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0491,Fictional Supplier 0491,Fictional Supplier 0491,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0491,DEMO-NOT-VALID-REG-0491,Fictional Contact 491,demo491@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0492,Fictional Supplier 0492,Fictional Supplier 0492,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0492,DEMO-NOT-VALID-REG-0492,Fictional Contact 492,demo492@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0493,Fictional Supplier 0493,Fictional Supplier 0493,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0493,DEMO-NOT-VALID-REG-0493,Fictional Contact 493,demo493@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0494,Fictional Supplier 0494,Fictional Supplier 0494,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0494,DEMO-NOT-VALID-REG-0494,Fictional Contact 494,demo494@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0495,Fictional Supplier 0495,Fictional Supplier 0495,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0495,DEMO-NOT-VALID-REG-0495,Fictional Contact 495,demo495@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0496,Fictional Supplier 0496,Fictional Supplier 0496,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0496,DEMO-NOT-VALID-REG-0496,Fictional Contact 496,demo496@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0497,Fictional Supplier 0497,Fictional Supplier 0497,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0497,DEMO-NOT-VALID-REG-0497,Fictional Contact 497,demo497@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0498,Fictional Supplier 0498,Fictional Supplier 0498,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0498,DEMO-NOT-VALID-REG-0498,Fictional Contact 498,demo498@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0499,Fictional Supplier 0499,Fictional Supplier 0499,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0499,DEMO-NOT-VALID-REG-0499,Fictional Contact 499,demo499@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0500,Fictional Supplier 0500,Fictional Supplier 0500,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0500,DEMO-NOT-VALID-REG-0500,Fictional Contact 500,demo500@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0501,Fictional Supplier 0501,Fictional Supplier 0501,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0501,DEMO-NOT-VALID-REG-0501,Fictional Contact 501,demo501@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
